image,question,answer
image2781,Does the injurious stimulus contain areas of fibrosis and cystic change?,no
image2781,What contains areas of fibrosis and cystic change?,the coarsely nodular gland
image2781,What does the coarsely nodular gland contain?,areas of fibrosis and cystic change
image2781,Does the coarsely nodular gland contain areas of fibrosis and cystic change?,yes
image2782,What is seen abutting the optic nerve?,poorly cohesive tumor in retina
image2782,What is the  poorly cohesive tumor in the retina seen abutting?,the optic nerve
image2782,Is the poorly cohesive tumor in the retina seen abutting the optic nerve?,yes
image2782,"Is the tan-colored,  encapsulated small tumor seen abutting the optic nerve?",no
image2783,What does the histologic appearance demonstrate?,small
image2783,"Does the histologic appearance demonstrate small round,  uniform nuclei and moderate cytoplasm?",yes
image2784,Is the gastric wall markedly thickened?,yes
image2784,What is markedly thickened?,the gastric wall
image2784,"Is a binucleate reed-sternberg cell with large,  inclusion-like nucleoli and abundant cytoplasm fold partially lost?",no
image2784,Are the rugal fold partially lost?,yes
image2784,Is an arteriole markedly thickened?,no
image2785,What is present?,oral
image2785,Does myoma lesion show epulis fissuratum?,no
image2785,Does this image show epulis fissuratum?,yes
image2785,What does this image show?,epulis fissuratum
image2785,Is oral present?,yes
image2785,Where is this?,oral
image2785,Is periprostatic vein thrombi present?,no
image2786,Does this image show pleomorphic adenoma benign mixed tumor?,yes
image2786,Where is this?,oral
image2786,Is oral present?,yes
image2786,What is present?,oral
image2786,Does metastatic malignant melanoma show pleomorphic adenoma benign mixed tumor?,no
image2786,What does this image show?,pleomorphic adenoma benign mixed tumor
image2786,Is postpartum uterus present?,no
image2787,Does ulcerative lesion show sarcoidosis?,no
image2787,Does this image show sarcoidosis?,yes
image2787,What does this image show?,sarcoidosis
image2787,Where is this?,oral
image2787,What is present?,oral
image2787,Is oral present?,yes
image2787,Is metastatic melanoma present?,no
image2788,What does this image show?,chronic sialadenitis
image2788,Does this image show chronic sialadenitis?,yes
image2788,Does sugar coated show chronic sialadenitis?,no
image2788,What is present?,oral
image2788,Is oral present?,yes
image2788,Is 7182 and 7183 present?,no
image2788,Where is this?,oral
image2789,Is oral present?,yes
image2789,Is excellent example present?,no
image2789,Where is this?,oral
image2789,What does this image show?,compound nevus
image2789,Does this image show compound nevus?,yes
image2789,Does bilateral cleft palate show compound nevus?,no
image2789,What is present?,oral
image2790,Is oral present?,yes
image2790,Does this image show incisive canal cyst nasopalatien duct cyst?,yes
image2790,What does this image show?,incisive canal cyst nasopalatien duct cyst
image2790,Is nuclear change present?,no
image2790,What is present?,oral
image2790,Does pulmonary osteoarthropathy show incisive canal cyst nasopalatien duct cyst?,no
image2790,Where is this?,oral
image2791,What is present?,oral
image2791,Does opened base of skull with brain show pemphigus vulgaris?,no
image2791,Does this image show pemphigus vulgaris?,yes
image2791,What does this image show?,pemphigus vulgaris
image2791,Where is this?,oral
image2791,Is umbilical cord present?,no
image2791,Is oral present?,yes
image2792,Where is this?,oral
image2792,What does this image show?,intramucosal nevus
image2792,Does this image show intramucosal nevus?,yes
image2792,Does opened larynx show intramucosal nevus?,no
image2792,What is present?,oral
image2792,Is oral present?,yes
image2792,Is matting history of this case present?,no
image2793,Does this image show leukemic infiltrate?,yes
image2793,Is side present?,no
image2793,Is oral present?,yes
image2793,What is present?,oral
image2793,Does infiltrative process show leukemic infiltrate?,no
image2793,What does this image show?,leukemic infiltrate
image2793,Where is this?,oral
image2794,Is oral present?,yes
image2794,Where is this?,oral
image2794,What does this image show?,papilloma
image2794,Does this image show papilloma?,yes
image2794,Does chronic ischemia show papilloma?,no
image2794,What is present?,oral
image2794,Is polyarteritis nodosa present?,no
image2795,Where is this?,oral
image2795,Is feet present?,no
image2795,What is present?,oral
image2795,Does intraductal papillomatosis with apocrine metaplasia show capillary hemangioma?,no
image2795,Does this image show capillary hemangioma?,yes
image2795,What does this image show?,capillary hemangioma
image2795,Is oral present?,yes
image2796,Does this image show burkits lymphoma?,yes
image2796,What is present?,oral
image2796,Where is this?,oral
image2796,Is whipples disease present?,no
image2796,Is oral present?,yes
image2796,Does intraductal papillomatosis show burkits lymphoma?,no
image2796,What does this image show?,burkits lymphoma
image2797,Where is this?,oral
image2797,What does this image show?,hematopoietic bone marrow defect
image2797,Does this image show hematopoietic bone marrow defect?,yes
image2797,Does hypertension show hematopoietic bone marrow defect?,no
image2797,What is present?,oral
image2797,Is oral present?,yes
image2797,Is subependymal giant cell astrocytoma present?,no
image2798,Is this close-up of cut surface infiltrates present?,no
image2798,Is oral present?,yes
image2798,What is present?,oral
image2798,Does splenomegaly with cirrhosis show periapical granuloma?,no
image2798,Does this image show periapical granuloma?,yes
image2798,What does this image show?,periapical granuloma
image2798,Where is this?,oral
image2799,Is metastatic carcinoma prostate present?,no
image2799,Is oral present?,yes
image2799,Does mixed mesodermal tumor show developing 3rd molar?,no
image2799,What is present?,oral
image2799,Does this image show developing 3rd molar?,yes
image2799,What does this image show?,developing 3rd molar
image2799,Where is this?,oral
image2800,Where is this?,oral
image2800,What does this image show?,chronic osteomyelitis
image2800,Does this image show chronic osteomyelitis?,yes
image2800,Does cut edge of mesentery show chronic osteomyelitis?,no
image2800,What is present?,oral
image2800,Is oral present?,yes
image2800,Is chest and abdomen slide present?,no
image2801,"Does intraductal papillomatosis show skeletal muscle, atrophy due to immobilization cast?",no
image2801,What is present?,musculoskeletal
image2801,Is vasculitis foreign body present?,no
image2801,Is musculoskeletal present?,yes
image2801,"Why does this image show skeletal muscle, atrophy?",due to immobilization cast
image2801,What does this image show?,skeletal muscle
image2801,"Does this image show skeletal muscle, atrophy due to immobilization cast?",yes
image2802,"Does opened muscle show synovium, pannus and fibrinoid necrosis, rheumatoid arthritis?",no
image2802,What does this image show?,synovium
